-0.429355081	-0.903135767
-0.635498214	-0.772102338
-0.803359645	-0.595494148
-0.92329203	-0.384098721
-0.988591752	-0.15061988
-0.995841615	0.091101472
-0.945053457	0.326915835
-0.83960778	0.54319313
-0.685999412	0.727602094
-0.493409209	0.869797306
-0.273131193	0.961976794
-0.037891905	0.999281844
0.198896291	0.980020543
0.423903773	0.905707233
0.624630153	0.780920721
0.790087384	0.612994229
0.911383096	0.41155905
0.982174515	0.187971336
0.998971476	-0.045343031
0.961276087	-0.275587164
0.871555958	-0.490296045
0.735057142	-0.678005161
0.55947142	-0.828849643
0.354479973	-0.935063607
0.131201395	-0.991355735
-0.0984238	-0.99514459
-0.32227773	-0.946645163
-0.528703896	-0.848806333
-0.707106781	-0.707106781
-0.848482102	-0.529224075
-0.945852153	-0.324597758
-0.994586487	-0.103912074
-0.992594766	0.121472757
-0.940385607	0.340110144
-0.840992341	0.541047024
-0.699773304	0.714364979
-0.52410037	0.851656505
-0.322954606	0.946414456
-0.106451881	0.994317855
0.114676	0.993402947
0.329617773	0.944114465
0.528010014	0.849238144
0.700429817	0.713721284
0.838830033	0.544393402
0.936897786	0.349603402
0.990321392	0.138793161
0.996955687	-0.077970235
0.956881005	-0.290480191
0.872356204	-0.488870795
0.747671167	-0.664069143
0.588908702	-0.808199567
0.403629627	-0.914922469
0.200497911	-0.97969413
-0.011135098	-0.999938003
-0.221667155	-0.975122388
-0.421681874	-0.906743843
-0.602366051	-0.798219983
-0.755889439	-0.654699287
-0.87573122	-0.482798955
-0.956940336	-0.290284677
-0.996320278	-0.085708253
-0.992532589	0.121979753
-0.946117122	0.323824632
-0.859430786	0.511252114
-0.73651	0.676426655
-0.582865149	0.812568901
-0.405217965	0.914220105
-0.211194765	0.977443999
-0.008989868	0.99995959
0.192985758	0.981201558
0.38645553	0.922308041
0.56361344	0.826038674
0.717432066	0.696628474
0.84193071	0.539585655
0.932394058	0.361443386
0.985534137	0.169477035
0.999590919	-0.028600611
0.974369554	-0.224953266
0.911214843	-0.411931439
0.812926017	-0.582366972
0.683617156	-0.729840794
0.528530458	-0.848914339
0.353811206	-0.935316861
0.166254338	-0.986082905
-0.026966699	-0.999636332
-0.218577906	-0.975819501
-0.401478761	-0.915868334
-0.569002139	-0.822336042
-0.715150897	-0.698970095
-0.834803121	-0.550548589
-0.923879533	-0.382683432
-0.979468202	-0.201598714
-0.999903485	-0.013893173
-0.984797896	0.17370407
-0.935027389	0.354575496
-0.85267219	0.522446301
-0.740916822	0.671596801
-0.603914276	0.797049275
-0.446620353	0.894723567
-0.27460499	0.961557122
-0.093847944	0.995586542
0.089473604	0.995989194
0.269197941	0.963084871
0.439384967	0.898298865
0.594508856	0.804089062
0.729631247	0.683840803
0.840549878	0.541734162
0.923918622	0.382589048
0.977335994	0.211694011
0.999400376	0.034624969
0.989731369	-0.14293991
0.948957814	-0.315403024
0.878674085	-0.477422091
0.781367202	-0.624071547
0.660318154	-0.750985976
0.519481479	-0.85448171
0.363347678	-0.931653618
0.196793359	-0.980444988
0.024924207	-0.999689344
-0.147084151	-0.989123982
-0.314142467	-0.949375853
-0.471396737	-0.881921264
-0.614365451	-0.789021605
-0.739061545	-0.673637909
-0.842096041	-0.539327597
-0.920761009	-0.390127113
-0.973090226	-0.230424419
-0.997896618	-0.064825457
-0.994786309	0.101981367
-0.964149762	0.265358692
-0.907131167	0.420848008
-0.825577773	0.56428835
-0.721971378	0.691922922
-0.599344577	0.800491148
-0.461184686	0.887304167
-0.311328462	0.950302367
-0.153850862	0.988094081
0.007048911	0.999975156
0.167160903	0.985929629
0.322374437	0.946612235
0.468781883	0.883313957
0.602773699	0.797912193
0.721122602	0.692807472
0.821055135	0.570848899
0.900309286	0.435250721
0.957177258	0.2895025
0.990532913	0.137275445
0.999843828	-0.017672582
